Time - based data,,,,,,,,,Mass aggregated data,,,,,,
12/12/2013 03:54:30,254.478969,0.0,0.0,64.7,329,0.0,154,,,,,,,,
12/12/2013 03:55:00,254.478969,0.0,0.0,65.2,350,0.0,154,,,,,,,,
12/12/2013 03:55:30,254.478969,0.0,0.0,65.3,354,0.0,154,,,,,,,,
12/12/2013 03:56:00,254.478969,0.0,0.0,65.8,324,0.0,154,,,,,,,,
12/12/2013 03:56:30,254.478969,0.0,0.0,65.9,275,0.0,154,,,,,,,,
12/12/2013 03:57:00,254.478969,0.0,0.0,66.0,349,0.0,154,,,,,,,,
12/12/2013 03:57:30,254.478969,0.0,0.0,66.0,361,0.0,154,,,,,,,,
12/12/2013 03:58:00,254.478969,0.0,0.0,66.9,340,0.0,154,,,,,,,,
12/12/2013 03:58:30,254.478969,0.0,0.0,67.3,398,0.0,154,,,,,,,,
12/12/2013 03:59:00,254.478969,0.0,0.0,67.5,367,0.0,154,,,,,,,,
12/12/2013 03:59:30,254.478969,0.0,0.0,67.9,383,0.0,154,,,,,,,,
12/12/2013 04:00:00,254.478969,0.0,0.0,68.1,343,0.0,154,,,,,,,,
12/12/2013 04:00:30,254.478969,0.0,0.0,68.7,335,0.0,154,,,,,,,,
12/12/2013 04:01:00,254.478969,0.0,0.0,68.8,309,0.0,154,,,,,,,,
12/12/2013 04:01:30,254.478969,0.0,0.0,68.8,298,0.0,154,,,,,,,,
12/12/2013 04:02:00,254.478969,0.0,0.0,69.3,306,0.0,154,,,,,,,,
12/12/2013 04:02:30,254.478969,0.0,0.0,69.3,313,0.0,154,,,,,,,,
12/12/2013 04:03:00,254.478969,0.0,0.0,69.2,279,0.0,154,,,,,,,,
12/12/2013 04:03:30,254.478969,0.0,0.0,69.4,320,0.0,154,,,,,,,,
12/12/2013 04:04:00,254.478969,0.0,0.0,69.6,346,0.0,154,,,,,,,,
12/12/2013 04:04:30,254.478969,0.0,0.0,69.8,342,0.0,154,,,,,,,,
12/12/2013 04:05:00,254.478969,0.0,0.0,69.6,350,0.0,154,,,,,,,,
12/12/2013 04:05:30,254.478969,0.0,0.0,69.6,322,0.0,154,,,,,,,,
12/12/2013 04:06:00,254.478969,0.0,0.0,69.7,314,0.0,154,,,,,,,,
12/12/2013 04:06:30,254.478969,0.0,0.0,69.6,288,0.0,154,,,,,,,,
12/12/2013 04:07:00,254.478969,0.0,0.0,69.5,344,0.0,154,,,,,,,,
12/12/2013 04:07:30,254.478969,0.0,0.0,69.4,448,0.0,154,,,,,,,,
12/12/2013 04:08:00,254.478969,0.0,0.0,69.8,384,0.0,154,,,,,,,,
12/12/2013 04:08:30,254.478969,0.0,0.0,69.7,398,0.0,154,,,,,,,,
12/12/2013 04:09:00,254.478969,0.0,0.0,69.7,397,0.0,154,,,,,,,,
12/12/2013 04:09:30,254.478969,0.0,0.0,70.0,464,0.0,154,,,,,,,,
12/12/2013 04:10:00,254.478969,0.0,0.0,70.6,387,0.0,154,,,,,,,,
12/12/2013 04:10:30,254.478969,0.0,0.0,70.7,376,0.0,154,,,,,,,,
12/12/2013 04:11:00,254.478969,0.0,0.0,71.0,321,0.0,154,,,,,,,,
12/12/2013 04:11:30,254.478969,0.0,0.0,70.9,370,0.0,154,,,,,,,,
12/12/2013 04:12:00,254.478969,0.0,0.0,70.9,401,0.0,154,,,,,,,,
12/12/2013 04:12:30,254.478969,0.0,0.0,71.2,388,0.0,154,,,,,,,,
12/12/2013 04:13:00,254.478969,0.0,0.0,71.2,450,0.0,154,,,,,,,,
12/12/2013 04:13:30,254.478969,0.0,0.0,70.9,404,0.0,154,,,,,,,,
12/12/2013 04:14:00,254.478969,0.0,0.0,71.2,426,0.0,154,,,,,,,,
12/12/2013 04:14:30,254.478969,0.0,0.0,71.7,355,0.0,154,,,,,,,,
12/12/2013 04:15:00,254.478969,0.0,0.0,71.8,370,0.0,154,,,,,,,,
12/12/2013 04:15:30,254.478969,0.0,0.0,71.8,363,0.0,154,,,,,,,,
12/12/2013 04:16:00,254.478969,0.0,0.0,71.7,284,0.0,154,,,,,,,,
12/12/2013 04:16:30,254.478969,0.0,0.0,71.3,312,0.0,154,,,,,,,,
12/12/2013 04:17:00,254.478969,0.0,0.0,71.1,301,0.0,154,,,,,,,,
12/12/2013 04:17:30,254.478969,0.0,0.0,70.9,355,0.0,154,,,,,,,,
12/12/2013 04:18:00,254.478969,0.0,0.0,71.1,387,0.0,154,,,,,,,,
12/12/2013 04:18:30,254.478969,0.0,0.0,70.9,330,0.0,154,,,,,,,,
12/12/2013 04:19:00,254.478969,0.0,0.0,71.1,334,0.0,154,,,,,,,,
12/12/2013 04:19:30,254.478969,0.0,0.0,71.0,309,0.0,154,,,,,,,,
12/12/2013 04:20:00,254.478969,0.0,0.0,71.1,417,0.0,154,,,,,,,,
12/12/2013 04:20:30,254.478969,0.0,0.0,71.0,431,0.0,154,,,,,,,,
12/12/2013 04:21:00,254.478969,0.0,0.0,71.1,355,0.0,154,,,,,,,,
12/12/2013 04:21:30,254.478969,0.0,0.0,71.2,377,0.0,154,,,,,,,,
12/12/2013 04:22:00,254.478969,0.0,0.0,71.1,347,0.0,154,,,,,,,,
12/12/2013 04:22:30,254.478969,0.0,0.0,71.2,327,0.0,154,,,,,,,,
12/12/2013 04:23:00,254.478969,0.0,0.0,70.9,357,0.0,154,,,,,,,,
12/12/2013 04:23:30,254.478969,0.0,0.0,70.4,344,0.0,154,,,,,,,,
12/12/2013 04:24:00,254.478969,0.0,0.0,70.4,347,0.0,154,,,,,,,,
12/12/2013 04:24:30,254.478969,0.0,0.0,69.9,377,0.0,154,,,,,,,,
12/12/2013 04:25:00,254.478969,0.0,0.0,69.9,338,0.0,154,,,,,,,,
12/12/2013 04:25:30,254.478969,0.0,0.0,69.6,342,0.0,154,,,,,,,,
12/12/2013 04:26:00,254.478969,0.0,0.0,69.9,414,0.0,154,,,,,,,,
12/12/2013 04:26:30,254.478969,0.0,0.0,69.9,379,0.0,154,,,,,,,,
12/12/2013 04:27:00,254.478969,0.0,0.0,70.0,358,0.0,154,,,,,,,,
12/12/2013 04:27:30,254.478969,0.0,0.0,70.1,332,0.0,154,,,,,,,,
12/12/2013 04:28:00,254.478969,0.0,0.0,69.6,307,0.0,154,,,,,,,,
12/12/2013 04:28:30,254.478969,0.0,0.0,69.5,320,0.0,154,,,,,,,,
12/12/2013 04:29:00,254.478969,0.0,0.0,68.8,326,0.0,154,,,,,,,,
12/12/2013 04:29:30,254.478969,0.0,0.0,68.8,295,0.0,154,,,,,,,,
12/12/2013 04:30:00,254.478969,0.0,0.0,68.4,299,0.0,154,,,,,,,,
12/12/2013 04:30:30,254.478969,0.0,0.0,68.5,285,0.0,154,,,,,,,,
12/12/2013 04:31:00,254.478969,0.0,0.0,67.7,361,0.0,154,,,,,,,,
12/12/2013 04:31:30,254.478969,0.0,0.0,67.5,369,0.0,154,,,,,,,,
12/12/2013 04:32:00,254.478969,0.0,0.0,67.4,325,0.0,154,,,,,,,,
12/12/2013 04:32:30,254.478969,0.0,0.0,67.5,326,0.0,154,,,,,,,,
12/12/2013 04:33:00,254.478969,0.0,0.0,67.6,365,0.0,154,,,,,,,,
12/12/2013 04:33:30,254.478969,0.0,0.0,67.6,319,0.0,154,,,,,,,,
12/12/2013 04:34:00,254.478969,0.0,0.0,67.0,328,0.0,154,,,,,,,,
12/12/2013 04:34:30,254.478969,0.0,0.0,66.9,289,0.0,154,,,,,,,,
12/12/2013 04:35:00,254.478969,0.0,0.0,66.9,321,0.0,154,,,,,,,,
12/12/2013 04:35:30,254.478969,0.0,0.0,67.0,337,0.0,154,,,,,,,,
12/12/2013 04:36:00,254.478969,0.0,0.0,66.7,350,0.0,154,,,,,,,,
12/12/2013 04:36:30,254.478969,0.0,0.0,66.7,354,0.0,154,,,,,,,,
12/12/2013 04:37:00,254.478969,0.0,0.0,66.6,304,0.0,154,,,,,,,,
12/12/2013 04:37:30,254.478969,0.0,0.0,66.2,333,0.0,154,,,,,,,,
12/12/2013 04:38:00,254.478969,0.0,0.0,66.4,325,0.0,154,,,,,,,,
12/12/2013 04:38:30,254.478969,0.0,0.0,66.2,324,0.0,154,,,,,,,,
12/12/2013 04:39:00,254.478969,0.0,0.0,66.1,366,0.0,154,,,,,,,,
12/12/2013 04:39:30,254.478969,0.0,0.0,66.0,358,0.0,154,,,,,,,,
12/12/2013 04:40:00,254.478969,0.0,0.0,65.9,332,0.0,154,,,,,,,,
12/12/2013 04:40:30,254.478969,0.0,0.0,66.2,341,0.0,154,,,,,,,,
12/12/2013 04:41:00,254.478969,0.0,0.0,65.8,371,0.0,154,,,,,,,,
12/12/2013 04:41:30,254.478969,0.0,0.0,65.5,370,0.0,154,,,,,,,,
12/12/2013 04:42:00,254.478969,0.0,0.0,65.8,364,0.0,154,,,,,,,,
12/12/2013 04:42:30,254.478969,0.0,0.0,65.9,324,0.0,154,,,,,,,,
12/12/2013 04:43:00,254.478969,0.0,0.0,66.2,414,0.0,154,,,,,,,,
12/12/2013 04:43:30,254.478969,0.0,0.0,66.2,375,0.0,154,,,,,,,,
12/12/2013 04:44:00,254.478969,0.0,0.0,66.5,313,0.0,154,,,,,,,,
12/12/2013 04:44:30,254.478969,0.0,0.0,66.5,317,0.0,154,,,,,,,,
12/12/2013 04:45:00,254.478969,0.0,0.0,66.1,306,0.0,154,,,,,,,,
12/12/2013 04:45:30,254.478969,0.0,0.0,66.2,317,0.0,154,,,,,,,,
12/12/2013 04:46:00,254.478969,0.0,0.0,66.3,327,0.0,154,,,,,,,,
12/12/2013 04:46:30,254.478969,0.0,0.0,66.4,387,0.0,154,,,,,,,,
12/12/2013 04:47:00,254.478969,0.0,0.0,66.5,385,0.0,154,,,,,,,,
12/12/2013 04:47:30,254.478969,0.0,0.0,66.7,323,0.0,154,,,,,,,,
12/12/2013 04:48:00,254.478969,0.0,0.0,66.5,339,0.0,154,,,,,,,,
12/12/2013 04:48:30,254.478969,0.0,0.0,66.5,334,0.0,154,,,,,,,,
12/12/2013 04:49:00,254.478969,0.0,0.0,66.6,349,0.0,154,,,,,,,,
12/12/2013 04:49:30,254.478969,0.0,0.0,66.9,339,0.0,154,,,,,,,,
12/12/2013 04:50:00,254.478969,0.0,0.0,67.0,330,0.0,154,,,,,,,,
12/12/2013 04:50:30,254.478969,0.0,0.0,66.7,342,0.0,154,,,,,,,,
12/12/2013 04:51:00,254.478969,0.0,0.0,66.6,327,0.0,154,,,,,,,,
12/12/2013 04:51:30,254.478969,0.0,0.0,66.9,308,0.0,154,,,,,,,,
12/12/2013 04:52:00,254.478969,0.0,0.0,67.1,343,0.0,154,,,,,,,,
12/12/2013 04:52:30,254.478969,0.0,0.0,67.3,368,0.0,154,,,,,,,,
12/12/2013 04:53:00,254.478969,0.0,0.0,67.1,338,0.0,154,,,,,,,,
12/12/2013 04:53:30,254.478969,0.0,0.0,67.7,343,0.0,154,,,,,,,,
12/12/2013 04:54:00,254.478969,0.0,0.0,68.1,331,0.0,154,,,,,,,,
12/12/2013 04:54:30,254.478969,0.0,0.0,68.0,442,0.0,154,,,,,,,,
12/12/2013 04:55:00,254.478969,0.0,0.0,68.5,431,0.0,154,,,,,,,,
12/12/2013 04:55:30,254.478969,0.0,0.0,68.9,380,0.0,154,,,,,,,,
12/12/2013 04:56:00,254.478969,0.0,0.0,69.4,349,0.0,154,,,,,,,,
12/12/2013 04:56:30,254.478969,0.0,0.0,69.7,341,0.0,154,,,,,,,,
12/12/2013 04:57:00,254.478969,0.0,0.0,69.8,308,0.0,154,,,,,,,,
12/12/2013 04:57:30,254.478969,0.0,0.0,70.1,316,0.0,154,,,,,,,,
12/12/2013 04:58:00,254.478969,0.0,0.0,70.2,416,0.0,154,,,,,,,,
12/12/2013 04:58:30,254.478969,0.0,0.0,70.6,387,0.0,154,,,,,,,,
12/12/2013 04:59:00,254.478969,0.0,0.0,70.8,409,0.0,154,,,,,,,,
12/12/2013 04:59:30,254.478969,0.0,0.0,71.4,364,0.0,154,,,,,,,,
12/12/2013 05:00:00,254.478969,0.0,0.0,71.7,379,0.0,154,,,,,,,,
12/12/2013 05:00:30,254.478969,0.0,0.0,71.9,300,0.0,154,,,,,,,,
12/12/2013 05:01:00,254.478969,0.0,0.0,71.7,306,0.0,154,,,,,,,,
12/12/2013 05:01:30,254.478969,0.0,0.0,71.8,398,0.0,154,,,,,,,,
12/12/2013 05:02:00,254.478969,0.0,0.0,72.3,403,0.0,154,,,,,,,,
12/12/2013 05:02:30,254.478969,0.0,0.0,72.4,438,0.0,154,,,,,,,,
12/12/2013 05:03:00,254.478969,0.0,0.0,73.1,394,0.0,154,,,,,,,,
12/12/2013 05:03:30,254.478969,0.0,0.0,73.6,374,0.0,154,,,,,,,,
12/12/2013 05:04:00,254.478969,0.0,0.0,73.7,376,0.0,154,,,,,,,,
12/12/2013 05:04:30,254.478969,0.0,0.0,73.7,341,0.0,154,,,,,,,,
12/12/2013 05:05:00,254.478969,0.0,0.0,74.1,317,0.0,154,,,,,,,,
12/12/2013 05:05:30,254.478969,0.0,0.0,74.0,315,0.0,154,,,,,,,,
12/12/2013 05:06:00,254.478969,0.0,0.0,73.8,322,0.0,154,,,,,,,,
12/12/2013 05:06:30,254.478969,0.0,0.0,74.3,347,0.0,154,,,,,,,,
12/12/2013 05:07:00,254.478969,0.0,0.0,74.3,412,0.0,154,,,,,,,,
12/12/2013 05:07:30,254.478969,0.0,0.0,74.6,340,0.0,154,,,,,,,,
12/12/2013 05:08:00,254.478969,0.0,0.0,74.6,327,0.0,154,,,,,,,,
12/12/2013 05:08:30,254.478969,0.0,0.0,74.8,358,0.0,154,,,,,,,,
12/12/2013 05:09:00,254.478969,0.0,0.0,74.9,290,0.0,154,,,,,,,,
12/12/2013 05:09:30,254.478969,0.0,0.0,74.9,286,0.0,154,,,,,,,,
12/12/2013 05:10:00,254.478969,0.0,0.0,74.9,372,0.0,154,,,,,,,,
12/12/2013 05:10:30,254.478969,0.0,0.0,74.8,325,0.0,154,,,,,,,,
12/12/2013 05:11:00,254.478969,0.0,0.0,74.6,305,0.0,154,,,,,,,,
12/12/2013 05:11:30,254.478969,0.0,0.0,74.8,324,0.0,154,,,,,,,,
12/12/2013 05:12:00,254.478969,0.0,0.0,74.7,316,0.0,154,,,,,,,,
12/12/2013 05:12:30,254.478969,0.0,0.0,74.7,286,0.0,154,,,,,,,,
12/12/2013 05:13:00,254.478969,0.0,0.0,74.7,304,0.0,154,,,,,,,,
12/12/2013 05:13:30,254.478969,0.0,0.0,75.0,358,0.0,154,,,,,,,,
12/12/2013 05:14:00,254.478969,0.0,0.0,74.9,349,0.0,154,,,,,,,,
12/12/2013 05:14:30,254.478969,0.0,0.0,74.9,340,0.0,154,,,,,,,,
12/12/2013 05:15:00,254.478969,0.0,0.0,74.9,325,0.0,154,,,,,,,,
12/12/2013 05:15:30,254.478969,0.0,0.0,74.4,304,0.0,154,,,,,,,,
12/12/2013 05:16:00,254.478969,0.0,0.0,74.4,296,0.0,154,,,,,,,,
12/12/2013 05:16:30,254.478969,0.0,0.0,74.3,317,0.0,154,,,,,,,,
12/12/2013 05:17:00,254.478969,0.0,0.0,74.1,312,0.0,154,,,,,,,,
12/12/2013 05:17:30,254.478969,0.0,0.0,73.9,310,0.0,154,,,,,,,,
12/12/2013 05:18:00,254.478969,0.0,0.0,73.6,353,0.0,154,,,,,,,,
12/12/2013 05:18:30,254.478969,0.0,0.0,73.6,359,0.0,154,,,,,,,,
12/12/2013 05:19:00,254.478969,0.0,0.0,73.5,383,0.0,154,,,,,,,,
12/12/2013 05:19:30,254.478969,0.0,0.0,73.8,392,0.0,154,,,,,,,,
12/12/2013 05:20:00,254.478969,0.0,0.0,74.0,349,0.0,154,,,,,,,,
12/12/2013 05:20:30,254.478969,0.0,0.0,74.0,378,0.0,154,,,,,,,,
12/12/2013 05:21:00,254.478969,0.0,0.0,74.2,338,0.0,154,,,,,,,,
12/12/2013 05:21:30,254.478969,0.0,0.0,74.3,333,0.0,154,,,,,,,,
12/12/2013 05:22:00,254.478969,0.0,0.0,74.3,405,0.0,154,,,,,,,,
12/12/2013 05:22:30,254.478969,0.0,0.0,74.2,351,0.0,154,,,,,,,,
12/12/2013 05:23:00,254.478969,0.0,0.0,74.0,341,0.0,154,,,,,,,,
12/12/2013 05:23:30,254.478969,0.0,0.0,73.7,320,0.0,154,,,,,,,,
12/12/2013 05:24:00,254.478969,0.0,0.0,73.4,358,0.0,154,,,,,,,,
12/12/2013 05:24:30,254.478969,0.0,0.0,73.4,339,0.0,154,,,,,,,,
12/12/2013 05:25:00,254.478969,0.0,0.0,73.2,348,0.0,154,,,,,,,,
12/12/2013 05:25:30,254.478969,0.0,0.0,72.7,379,0.0,154,,,,,,,,
12/12/2013 05:26:00,254.478969,0.0,0.0,72.8,337,0.0,154,,,,,,,,
12/12/2013 05:26:30,254.478969,0.0,0.0,72.9,327,0.0,154,,,,,,,,
12/12/2013 05:27:00,254.478969,0.0,0.0,72.4,350,0.0,154,,,,,,,,
12/12/2013 05:27:30,254.478969,0.0,0.0,72.7,333,0.0,154,,,,,,,,
12/12/2013 05:28:00,254.478969,0.0,0.0,72.7,355,0.0,154,,,,,,,,
12/12/2013 05:28:30,254.478969,0.0,0.0,72.7,365,0.0,154,,,,,,,,
12/12/2013 05:29:00,254.478969,0.0,0.0,72.3,355,0.0,154,,,,,,,,
12/12/2013 05:29:30,254.478969,0.0,0.0,72.4,337,0.0,154,,,,,,,,
12/12/2013 05:30:00,254.478969,0.0,0.0,72.5,380,0.0,154,,,,,,,,
12/12/2013 05:30:30,254.478969,0.0,0.0,72.3,364,0.0,154,,,,,,,,
12/12/2013 05:31:00,254.478969,0.0,0.0,72.1,338,0.0,154,,,,,,,,
12/12/2013 05:31:30,254.478969,0.0,0.0,72.1,317,0.0,154,,,,,,,,
12/12/2013 05:32:00,254.478969,0.0,0.0,72.0,350,0.0,154,,,,,,,,
12/12/2013 05:32:30,254.478969,0.0,0.0,71.8,362,0.0,154,,,,,,,,
12/12/2013 05:33:00,254.478969,0.0,0.0,71.5,323,0.0,154,,,,,,,,
12/12/2013 05:33:30,254.478969,0.0,0.0,71.6,341,0.0,154,,,,,,,,
12/12/2013 05:34:00,254.478969,0.0,0.0,71.4,352,0.0,154,,,,,,,,
12/12/2013 05:34:30,254.478969,0.0,0.0,71.4,309,0.0,154,,,,,,,,
12/12/2013 05:35:00,254.478969,0.0,0.0,70.9,317,0.0,154,,,,,,,,
12/12/2013 05:35:30,254.478969,0.0,0.0,70.9,287,0.0,154,,,,,,,,
12/12/2013 05:36:00,254.478969,0.0,0.0,70.6,316,0.0,154,,,,,,,,
12/12/2013 05:36:30,254.478969,0.0,0.0,70.5,302,0.0,154,,,,,,,,
12/12/2013 05:37:00,254.478969,0.0,0.0,70.7,338,0.0,154,,,,,,,,
12/12/2013 05:37:30,254.478969,0.0,0.0,70.3,316,0.0,154,,,,,,,,
12/12/2013 05:38:00,254.478969,0.0,0.0,70.5,327,0.0,154,,,,,,,,
12/12/2013 05:38:30,254.478969,0.0,0.0,70.6,315,0.0,154,,,,,,,,
12/12/2013 05:39:00,254.478969,0.0,0.0,70.6,339,0.0,154,,,,,,,,
12/12/2013 05:39:30,254.478969,0.0,0.0,70.4,333,0.0,154,,,,,,,,
12/12/2013 05:40:00,254.478969,0.0,0.0,70.4,318,0.0,154,,,,,,,,
12/12/2013 05:40:30,254.478969,0.0,0.0,70.5,368,0.0,154,,,,,,,,
12/12/2013 05:41:00,254.478969,0.0,0.0,70.7,336,0.0,154,,,,,,,,
12/12/2013 05:41:30,254.478969,0.0,0.0,70.7,345,0.0,154,,,,,,,,
12/12/2013 05:42:00,254.478969,0.0,0.0,70.5,339,0.0,154,,,,,,,,
12/12/2013 05:42:30,254.478969,0.0,0.0,70.7,321,0.0,154,,,,,,,,
12/12/2013 05:43:00,254.478969,0.0,0.0,70.7,312,0.0,154,,,,,,,,
12/12/2013 05:43:30,254.478969,0.0,0.0,71.1,326,0.0,154,,,,,,,,
12/12/2013 05:44:00,254.478969,0.0,0.0,71.3,326,0.0,154,,,,,,,,
12/12/2013 05:44:30,254.478969,0.0,0.0,71.0,333,0.0,154,,,,,,,,
12/12/2013 05:45:00,254.478969,0.0,0.0,71.6,342,0.0,154,,,,,,,,
12/12/2013 05:45:30,254.478969,0.0,0.0,71.6,373,0.0,154,,,,,,,,
12/12/2013 05:46:00,254.478969,0.0,0.0,71.7,337,0.0,154,,,,,,,,
12/12/2013 05:46:30,254.478969,0.0,0.0,71.7,321,0.0,154,,,,,,,,
12/12/2013 05:47:00,254.478969,0.0,0.0,71.8,365,0.0,154,,,,,,,,
12/12/2013 05:47:30,254.478969,0.0,0.0,72.2,382,0.0,154,,,,,,,,
12/12/2013 05:48:00,254.478969,0.0,0.0,72.2,374,0.0,154,,,,,,,,
12/12/2013 05:48:30,254.478969,0.0,0.0,72.4,381,0.0,154,,,,,,,,
12/12/2013 05:49:00,254.478969,0.0,0.0,72.8,349,0.0,154,,,,,,,,
12/12/2013 05:49:30,254.478969,0.0,0.0,73.1,348,0.0,154,,,,,,,,
12/12/2013 05:50:00,254.478969,0.0,0.0,73.3,354,0.0,154,,,,,,,,
12/12/2013 05:50:30,254.478969,0.0,0.0,73.3,356,0.0,154,,,,,,,,
12/12/2013 05:51:00,254.478969,0.0,0.0,73.7,363,0.0,154,,,,,,,,
12/12/2013 05:51:30,254.478969,0.0,0.0,73.5,366,0.0,154,,,,,,,,
12/12/2013 05:52:00,254.478969,0.0,0.0,73.5,433,0.0,154,,,,,,,,
12/12/2013 05:52:30,254.478969,0.0,0.0,73.7,377,0.0,154,,,,,,,,
12/12/2013 05:53:00,254.478969,0.0,0.0,74.0,345,0.0,154,,,,,,,,
12/12/2013 05:53:30,254.478969,0.0,0.0,74.4,411,0.0,154,,,,,,,,
12/12/2013 05:54:00,254.478969,0.0,0.0,74.6,323,0.0,154,,,,,,,,
12/12/2013 05:54:30,254.478969,0.0,0.0,74.8,298,0.0,154,,,,,,,,
12/12/2013 05:55:00,254.478969,0.0,0.0,74.8,349,0.0,154,,,,,,,,
12/12/2013 05:55:30,254.478969,0.0,0.0,75.5,324,0.0,154,,,,,,,,
12/12/2013 05:56:00,254.478969,0.0,0.0,75.5,305,0.0,154,,,,,,,,
12/12/2013 05:56:30,254.478969,0.0,0.0,75.5,339,0.0,154,,,,,,,,
12/12/2013 05:57:00,254.478969,0.0,0.0,76.0,395,0.0,154,,,,,,,,
12/12/2013 05:57:30,254.478969,0.0,0.0,75.9,342,0.0,154,,,,,,,,
12/12/2013 05:58:00,254.478969,0.0,0.0,76.3,390,0.0,154,,,,,,,,
12/12/2013 05:58:30,254.478969,0.0,0.0,76.2,422,0.0,154,,,,,,,,
12/12/2013 05:59:00,254.478969,0.0,0.0,77.0,356,0.0,154,,,,,,,,
12/12/2013 05:59:30,254.478969,0.0,0.0,77.9,321,0.0,154,,,,,,,,
12/12/2013 06:00:00,254.478969,0.0,0.0,79.1,352,0.0,154,,,,,,,,
12/12/2013 06:00:30,254.478969,0.0,0.0,78.7,319,0.0,154,,,,,,,,
12/12/2013 06:01:00,254.478969,0.0,0.0,80.0,324,0.0,154,,,,,,,,
12/12/2013 06:01:30,254.478969,0.0,0.0,79.7,341,0.0,154,,,,,,,,
12/12/2013 06:02:00,254.478969,0.0,0.0,81.5,367,0.0,154,,,,,,,,
12/12/2013 06:02:30,254.478969,0.0,0.0,82.3,399,0.0,154,,,,,,,,
12/12/2013 06:03:00,254.478969,0.0,0.0,82.9,369,0.0,154,,,,,,,,
12/12/2013 06:03:30,254.478969,0.0,0.0,84.2,361,0.0,154,,,,,,,,
12/12/2013 06:04:00,254.478969,0.0,0.0,85.1,353,0.0,154,,,,,,,,
12/12/2013 06:04:30,254.478969,0.0,0.0,85.6,342,0.0,154,,,,,,,,
12/12/2013 06:05:00,254.478969,0.0,0.0,86.5,333,0.0,154,,,,,,,,
12/12/2013 06:05:30,254.478969,0.0,0.0,87.5,344,0.0,154,,,,,,,,
12/12/2013 06:06:00,254.478969,0.0,0.0,88.1,325,0.0,154,,,,,,,,
12/12/2013 06:06:30,254.478969,0.0,0.0,88.3,332,0.0,154,,,,,,,,
12/12/2013 06:07:00,254.478969,0.0,0.0,88.6,358,0.0,154,,,,,,,,
12/12/2013 06:07:30,254.478969,0.0,0.0,88.7,314,0.0,154,,,,,,,,
12/12/2013 06:08:00,254.478969,0.0,0.0,89.1,281,0.0,154,,,,,,,,
12/12/2013 06:08:30,254.478969,0.0,0.0,89.4,358,0.0,154,,,,,,,,
12/12/2013 06:09:00,254.478969,0.0,0.0,89.9,315,0.0,154,,,,,,,,
12/12/2013 06:09:30,254.478969,0.0,0.0,90.3,310,0.0,154,,,,,,,,
12/12/2013 06:10:00,254.478969,0.0,0.0,91.1,313,0.0,154,,,,,,,,
12/12/2013 06:10:30,254.478969,0.0,0.0,90.9,308,0.0,154,,,,,,,,
12/12/2013 06:11:00,254.478969,0.0,0.0,91.5,312,0.0,154,,,,,,,,
12/12/2013 06:11:30,254.478969,0.0,0.0,91.4,307,0.0,154,,,,,,,,
12/12/2013 06:12:00,254.478969,0.0,0.0,91.6,303,0.0,154,,,,,,,,
12/12/2013 06:12:30,254.478969,0.0,0.0,91.7,331,0.0,154,,,,,,,,
12/12/2013 06:13:00,254.478969,0.0,0.0,91.5,321,0.0,154,,,,,,,,
12/12/2013 06:13:30,254.478969,0.0,0.0,91.6,391,0.0,154,,,,,,,,
12/12/2013 06:14:00,254.478969,0.0,0.0,91.2,477,0.0,154,,,,,,,,
12/12/2013 06:14:30,254.478969,0.0,0.0,91.4,359,0.0,154,,,,,,,,
12/12/2013 06:15:00,254.478969,0.0,0.0,92.1,334,0.0,154,,,,,,,,
12/12/2013 06:15:30,254.478969,0.0,0.0,92.6,327,0.0,154,,,,,,,,
12/12/2013 06:16:00,254.478969,0.0,0.0,92.9,318,0.0,154,,,,,,,,
12/12/2013 06:16:30,254.478969,0.0,0.0,93.2,364,0.0,154,,,,,,,,
