Time - based data,,,,,,,,,Mass aggregated data,,,,,,
12/12/2013 08:40:00,254.478969,0.0,0.0,67.8,353,0.0,154,,,,,,,,
12/12/2013 08:40:30,254.478969,0.0,0.0,67.9,305,0.0,154,,,,,,,,
12/12/2013 08:41:00,254.478969,0.0,0.0,67.8,369,0.0,154,,,,,,,,
12/12/2013 08:41:30,254.478969,0.0,0.0,68.4,437,0.0,154,,,,,,,,
12/12/2013 08:42:00,254.478969,0.0,0.0,68.3,398,0.0,154,,,,,,,,
12/12/2013 08:42:30,254.478969,0.0,0.0,68.1,442,0.0,154,,,,,,,,
12/12/2013 08:43:00,254.478969,0.0,0.0,68.1,381,0.0,154,,,,,,,,
12/12/2013 08:43:30,254.478969,0.0,0.0,68.4,345,0.0,154,,,,,,,,
12/12/2013 08:44:00,254.478969,0.0,0.0,68.1,413,0.0,154,,,,,,,,
12/12/2013 08:44:30,254.478969,0.0,0.0,67.8,414,0.0,154,,,,,,,,
12/12/2013 08:45:00,254.478969,0.0,0.0,67.7,358,0.0,154,,,,,,,,
12/12/2013 08:45:30,254.478969,0.0,0.0,68.2,353,0.0,154,,,,,,,,
12/12/2013 08:46:00,254.478969,0.0,0.0,68.5,425,0.0,154,,,,,,,,
12/12/2013 08:46:30,254.478969,0.0,0.0,68.7,464,0.0,154,,,,,,,,
12/12/2013 08:47:00,254.478969,0.0,0.0,69.2,432,0.0,154,,,,,,,,
12/12/2013 08:47:30,254.478969,0.0,0.0,69.5,414,0.0,154,,,,,,,,
12/12/2013 08:48:00,254.478969,0.0,0.0,69.1,324,0.0,154,,,,,,,,
12/12/2013 08:48:30,254.478969,0.0,0.0,69.2,308,0.0,154,,,,,,,,
12/12/2013 08:49:00,254.478969,0.0,0.0,69.0,409,0.0,154,,,,,,,,
12/12/2013 08:49:30,254.478969,0.0,0.0,68.7,366,0.0,154,,,,,,,,
12/12/2013 08:50:00,254.478969,0.0,0.0,69.1,358,0.0,154,,,,,,,,
12/12/2013 08:50:30,254.478969,0.0,0.0,68.7,330,0.0,154,,,,,,,,
12/12/2013 08:51:00,254.478969,0.0,0.0,68.9,482,0.0,154,,,,,,,,
12/12/2013 08:51:30,254.478969,0.0,0.0,69.5,447,0.0,154,,,,,,,,
12/12/2013 08:52:00,254.478969,0.0,0.0,69.0,359,0.0,154,,,,,,,,
12/12/2013 08:52:30,254.478969,0.0,0.0,68.9,357,0.0,154,,,,,,,,
12/12/2013 08:53:00,254.478969,0.0,0.0,68.5,311,0.0,154,,,,,,,,
12/12/2013 08:53:30,254.478969,0.0,0.0,68.1,318,0.0,154,,,,,,,,
12/12/2013 08:54:00,254.478969,0.0,0.0,68.2,360,0.0,154,,,,,,,,
12/12/2013 08:54:30,254.478969,0.0,0.0,68.5,397,0.0,154,,,,,,,,
12/12/2013 08:55:00,254.478969,0.0,0.0,68.2,425,0.0,154,,,,,,,,
12/12/2013 08:55:30,254.478969,0.0,0.0,68.2,412,0.0,154,,,,,,,,
12/12/2013 08:56:00,254.478969,0.0,0.0,68.1,418,0.0,154,,,,,,,,
12/12/2013 08:56:30,254.478969,0.0,0.0,68.0,390,0.0,154,,,,,,,,
12/12/2013 08:57:00,254.478969,0.0,0.0,68.3,364,0.0,154,,,,,,,,
12/12/2013 08:57:30,254.478969,0.0,0.0,68.3,373,0.0,154,,,,,,,,
12/12/2013 08:58:00,254.478969,0.0,0.0,67.8,344,0.0,154,,,,,,,,
12/12/2013 08:58:30,254.478969,0.0,0.0,67.6,370,0.0,154,,,,,,,,
12/12/2013 08:59:00,254.478969,0.0,0.0,67.2,389,0.0,154,,,,,,,,
12/12/2013 08:59:30,254.478969,0.0,0.0,67.1,435,0.0,154,,,,,,,,
12/12/2013 09:00:00,254.478969,0.0,0.0,66.8,414,0.0,154,,,,,,,,
12/12/2013 09:00:30,254.478969,0.0,0.0,66.6,398,0.0,154,,,,,,,,
12/12/2013 09:01:00,254.478969,0.0,0.0,66.9,462,0.0,154,,,,,,,,
12/12/2013 09:01:30,254.478969,0.0,0.0,66.9,424,0.0,154,,,,,,,,
12/12/2013 09:02:00,254.478969,0.0,0.0,66.5,349,0.0,154,,,,,,,,
12/12/2013 09:02:30,254.478969,0.0,0.0,66.5,353,0.0,154,,,,,,,,
12/12/2013 09:03:00,254.478969,0.0,0.0,66.1,347,0.0,154,,,,,,,,
12/12/2013 09:03:30,254.478969,0.0,0.0,65.6,405,0.0,154,,,,,,,,
12/12/2013 09:04:00,254.478969,0.0,0.0,65.4,438,0.0,154,,,,,,,,
12/12/2013 09:04:30,254.478969,0.0,0.0,64.8,400,0.0,154,,,,,,,,
12/12/2013 09:05:00,254.478969,0.0,0.0,64.6,416,0.0,154,,,,,,,,
12/12/2013 09:05:30,254.478969,0.0,0.0,64.4,337,0.0,154,,,,,,,,
12/12/2013 09:06:00,254.478969,0.0,0.0,64.0,377,0.0,154,,,,,,,,
12/12/2013 09:06:30,254.478969,0.0,0.0,64.3,412,0.0,154,,,,,,,,
12/12/2013 09:07:00,254.478969,0.0,0.0,64.4,343,0.0,154,,,,,,,,
12/12/2013 09:07:30,254.478969,0.0,0.0,64.4,425,0.0,154,,,,,,,,
12/12/2013 09:08:00,254.478969,0.0,0.0,64.4,443,0.0,154,,,,,,,,
12/12/2013 09:08:30,254.478969,0.0,0.0,64.3,388,0.0,154,,,,,,,,
12/12/2013 09:09:00,254.478969,0.0,0.0,63.9,343,0.0,154,,,,,,,,
12/12/2013 09:09:30,254.478969,0.0,0.0,63.6,350,0.0,154,,,,,,,,
12/12/2013 09:10:00,254.478969,0.0,0.0,63.5,416,0.0,154,,,,,,,,
12/12/2013 09:10:30,254.478969,0.0,0.0,63.4,373,0.0,154,,,,,,,,
12/12/2013 09:11:00,254.478969,0.0,0.0,63.3,379,0.0,154,,,,,,,,
12/12/2013 09:11:30,254.898385,0.4,0.1,63.1,432,0.4,154,,,,,,,,
12/12/2013 09:12:00,255.996911,1.1,0.3,62.7,378,1.5,154,,,,,,,,
12/12/2013 09:12:30,257.612930,1.6,0.5,62.2,385,1.6,155,,,,,,,,
12/12/2013 09:13:00,259.081137,1.5,0.4,61.9,392,1.5,156,,,,,,,,
12/12/2013 09:13:30,260.329676,1.2,0.4,61.6,392,1.2,157,,,,,,,,
12/12/2013 09:14:00,261.918200,1.6,0.5,61.3,385,1.6,158,,,,,,,,
12/12/2013 09:14:30,263.173636,1.3,0.4,61.0,424,1.3,159,,,,,,,,
12/12/2013 09:15:00,264.298803,1.1,0.3,60.8,397,1.1,160,,,,,,,,
12/12/2013 09:15:30,265.850822,1.6,0.5,60.3,343,1.6,161,,,,,,,,
12/12/2013 09:16:00,267.133389,1.3,0.4,60.2,383,1.3,162,,,,,,,,
12/12/2013 09:16:30,268.697953,1.6,0.5,60.1,432,1.6,163,,,,,,,,
12/12/2013 09:17:00,269.713605,1.0,0.3,59.8,454,1.0,164,,,,,,,,
12/12/2013 09:17:30,270.611343,0.9,0.3,59.6,426,0.9,165,,,,,,,,
12/12/2013 09:18:00,271.450488,0.8,0.3,59.6,401,1.7,165,,,,,,,,
12/12/2013 09:18:30,272.485026,1.0,0.3,59.3,408,1.0,166,,,,,,,,
12/12/2013 09:19:00,273.314494,0.8,0.3,59.1,406,0.8,167,,,,,,,,
12/12/2013 09:19:30,274.265719,1.0,0.3,58.9,396,1.8,167,,,,,,,,
12/12/2013 09:20:00,275.057609,0.8,0.2,58.5,376,0.8,168,,,,,,,,
12/12/2013 09:20:30,275.710580,0.7,0.2,58.3,370,1.4,168,,,,,,,,
12/12/2013 09:21:00,276.808665,1.1,0.3,57.9,327,1.1,169,,,,,,,,
12/12/2013 09:21:30,277.676176,0.9,0.3,57.7,387,0.9,170,,,,,,,,
12/12/2013 09:22:00,278.413941,0.7,0.2,57.8,355,1.6,170,,,,,,,,
12/12/2013 09:22:30,279.236920,0.8,0.2,57.4,415,0.8,171,,,,,,,,
12/12/2013 09:23:00,280.231157,1.0,0.3,57.7,407,1.8,171,,,,,,,,
12/12/2013 09:23:30,281.084938,0.9,0.3,57.2,379,0.9,172,,,,,,,,
12/12/2013 09:24:00,281.813403,0.7,0.2,57.4,363,1.6,172,,,,,,,,
12/12/2013 09:24:30,282.975419,1.2,0.4,57.3,419,1.2,173,,,,,,,,
12/12/2013 09:25:00,283.954608,1.0,0.3,56.8,423,1.0,174,,,,,,,,
12/12/2013 09:25:30,284.692152,0.7,0.2,56.2,465,1.7,174,,,,,,,,
12/12/2013 09:26:00,285.320586,0.6,0.2,56.2,455,0.6,175,,,,,,,,
12/12/2013 09:26:30,286.007608,0.7,0.2,56.0,501,1.3,175,,,,,,,,
12/12/2013 09:27:00,286.916652,0.9,0.3,55.9,523,0.9,176,,,,,,,,
12/12/2013 09:27:30,287.255958,0.3,0.1,55.8,385,1.2,176,,,,,,,,
12/12/2013 09:28:00,287.982829,0.7,0.2,55.6,372,0.7,177,,,,,,,,
12/12/2013 09:28:30,288.541413,0.6,0.2,55.4,409,1.3,177,,,,,,,,
12/12/2013 09:29:00,289.435457,0.9,0.3,55.4,406,0.9,178,,,,,,,,
12/12/2013 09:29:30,289.541842,0.1,0.0,55.2,389,1.0,178,,,,,,,,
12/12/2013 09:30:00,290.317878,0.8,0.2,55.1,404,0.8,179,,,,,,,,
12/12/2013 09:30:30,291.041192,0.7,0.2,55.0,431,1.5,179,,,,,,,,
12/12/2013 09:31:00,291.587842,0.5,0.2,55.1,387,0.5,180,,,,,,,,
12/12/2013 09:31:30,292.084385,0.5,0.2,55.1,426,1.0,180,,,,,,,,
12/12/2013 09:32:00,292.639245,0.6,0.2,54.6,471,0.6,181,,,,,,,,
12/12/2013 09:32:30,293.325844,0.7,0.2,54.5,400,1.2,181,,,,,,,,
12/12/2013 09:33:00,293.736693,0.4,0.1,54.4,424,0.4,182,,,,,,,,
12/12/2013 09:33:30,294.396376,0.7,0.2,54.2,382,1.1,182,,,,,,,,
12/12/2013 09:34:00,294.882893,0.5,0.1,54.3,385,0.5,183,,,,,,,,
12/12/2013 09:34:30,295.521517,0.6,0.2,54.2,416,1.1,183,,,,,,,,
12/12/2013 09:35:00,295.778167,0.3,0.1,54.2,389,0.3,184,,,,,,,,
12/12/2013 09:35:30,296.025139,0.2,0.1,53.9,377,0.5,184,,,,,,,,
12/12/2013 09:36:00,296.637983,0.6,0.2,53.8,407,1.1,184,,,,,,,,
12/12/2013 09:36:30,297.091465,0.5,0.1,53.6,383,0.5,185,,,,,,,,
12/12/2013 09:37:00,297.760279,0.7,0.2,53.4,368,1.1,185,,,,,,,,
12/12/2013 09:37:30,298.516971,0.8,0.2,53.2,370,0.8,186,,,,,,,,
12/12/2013 09:38:00,299.071743,0.6,0.2,53.2,423,1.3,186,,,,,,,,
12/12/2013 09:38:30,299.370908,0.3,0.1,53.1,430,0.3,187,,,,,,,,
12/12/2013 09:39:00,299.516807,0.1,0.0,53.1,398,0.4,187,,,,,,,,
12/12/2013 09:39:30,300.125965,0.6,0.2,53.0,411,1.1,187,,,,,,,,
12/12/2013 09:40:00,300.404568,0.3,0.1,52.8,420,0.3,188,,,,,,,,
12/12/2013 09:40:30,300.892100,0.5,0.1,52.6,363,0.8,188,,,,,,,,
12/12/2013 09:41:00,301.200384,0.3,0.1,52.2,383,1.1,188,,,,,,,,
12/12/2013 09:41:30,301.699919,0.5,0.2,52.2,431,0.5,189,,,,,,,,
12/12/2013 09:42:00,301.878186,0.2,0.1,52.0,381,0.7,189,,,,,,,,
12/12/2013 09:42:30,302.116061,0.2,0.1,52.2,417,0.9,189,,,,,,,,
12/12/2013 09:43:00,302.490025,0.4,0.1,52.2,407,1.3,189,,,,,,,,
12/12/2013 09:43:30,303.084181,0.6,0.2,52.2,385,0.6,190,,,,,,,,
12/12/2013 09:44:00,303.373421,0.3,0.1,52.1,504,0.9,190,,,,,,,,
12/12/2013 09:44:30,303.373421,0.0,0.0,51.8,435,0.9,190,,,,,,,,
12/12/2013 09:45:00,303.833942,0.5,0.1,52.0,427,1.3,190,,,,,,,,
12/12/2013 09:45:30,304.019002,0.2,0.1,52.2,444,0.2,191,,,,,,,,
12/12/2013 09:46:00,304.269312,0.3,0.1,52.1,422,0.4,191,,,,,,,,
12/12/2013 09:46:30,304.457786,0.2,0.1,52.0,370,0.6,191,,,,,,,,
12/12/2013 09:47:00,304.682644,0.2,0.1,52.0,401,0.8,191,,,,,,,,
12/12/2013 09:47:30,304.941128,0.3,0.1,51.8,380,1.1,191,,,,,,,,
12/12/2013 09:48:00,304.941128,0.0,0.0,51.8,387,0.0,192,,,,,,,,
12/12/2013 09:48:30,304.941128,0.0,0.0,52.0,381,0.0,192,,,,,,,,
12/12/2013 09:49:00,304.941128,0.0,0.0,52.2,397,0.0,192,,,,,,,,
12/12/2013 09:49:30,305.011009,0.1,0.0,52.1,354,0.1,192,,,,,,,,
12/12/2013 09:50:00,305.011009,0.0,0.0,52.3,459,0.1,192,,,,,,,,
12/12/2013 09:50:30,305.011009,0.0,0.0,52.2,440,0.1,192,,,,,,,,
12/12/2013 09:51:00,305.011009,0.0,0.0,51.9,379,0.1,192,,,,,,,,
12/12/2013 09:51:30,305.011009,0.0,0.0,51.9,376,0.1,192,,,,,,,,
12/12/2013 09:52:00,305.011009,0.0,0.0,51.9,377,0.1,192,,,,,,,,
12/12/2013 09:52:30,305.011009,0.0,0.0,51.6,370,0.1,192,,,,,,,,
12/12/2013 09:53:00,305.011009,0.0,0.0,51.9,415,0.1,192,,,,,,,,
12/12/2013 09:53:30,305.011009,0.0,0.0,52.3,400,0.1,192,,,,,,,,
12/12/2013 09:54:00,305.011009,0.0,0.0,52.5,435,0.1,192,,,,,,,,
12/12/2013 09:54:30,305.011009,0.0,0.0,52.6,418,0.1,192,,,,,,,,
12/12/2013 09:55:00,305.011009,0.0,0.0,52.6,407,0.1,192,,,,,,,,
12/12/2013 09:55:30,305.011009,0.0,0.0,52.7,394,0.1,192,,,,,,,,
12/12/2013 09:56:00,305.011009,0.0,0.0,52.6,387,0.1,192,,,,,,,,
12/12/2013 09:56:30,305.011009,0.0,0.0,53.0,453,0.1,192,,,,,,,,
12/12/2013 09:57:00,305.011009,0.0,0.0,52.9,405,0.1,192,,,,,,,,
12/12/2013 09:57:30,305.011009,0.0,0.0,52.9,407,0.1,192,,,,,,,,
12/12/2013 09:58:00,305.011009,0.0,0.0,53.1,478,0.1,192,,,,,,,,
12/12/2013 09:58:30,305.011009,0.0,0.0,52.9,431,0.1,192,,,,,,,,
12/12/2013 09:59:00,305.011009,0.0,0.0,53.2,401,0.1,192,,,,,,,,
12/12/2013 09:59:30,305.011009,0.0,0.0,53.2,388,0.1,192,,,,,,,,
12/12/2013 10:00:00,305.011009,0.0,0.0,53.5,352,0.1,192,,,,,,,,
12/12/2013 10:00:30,305.011009,0.0,0.0,53.4,371,0.1,192,,,,,,,,
12/12/2013 10:01:00,305.011009,0.0,0.0,53.3,386,0.1,192,,,,,,,,
12/12/2013 10:01:30,305.011009,0.0,0.0,53.2,393,0.1,192,,,,,,,,
12/12/2013 10:02:00,305.011009,0.0,0.0,52.9,415,0.1,192,,,,,,,,
12/12/2013 10:02:30,305.011009,0.0,0.0,53.0,372,0.1,192,,,,,,,,
12/12/2013 10:03:00,305.011009,0.0,0.0,53.3,392,0.1,192,,,,,,,,
12/12/2013 10:03:30,305.011009,0.0,0.0,53.5,401,0.1,192,,,,,,,,
12/12/2013 10:04:00,305.011009,0.0,0.0,53.6,474,0.1,192,,,,,,,,
12/12/2013 10:04:30,305.011009,0.0,0.0,54.0,422,0.1,192,,,,,,,,
12/12/2013 10:05:00,305.011009,0.0,0.0,54.1,384,0.1,192,,,,,,,,
12/12/2013 10:05:30,305.011009,0.0,0.0,54.2,405,0.1,192,,,,,,,,
12/12/2013 10:06:00,305.011009,0.0,0.0,54.3,403,0.1,192,,,,,,,,
12/12/2013 10:06:30,305.011009,0.0,0.0,54.3,405,0.1,192,,,,,,,,
12/12/2013 10:07:00,305.011009,0.0,0.0,54.3,344,0.1,192,,,,,,,,
12/12/2013 10:07:30,305.011009,0.0,0.0,54.4,340,0.1,192,,,,,,,,
12/12/2013 10:08:00,305.011009,0.0,0.0,54.4,368,0.1,192,,,,,,,,
12/12/2013 10:08:30,305.011009,0.0,0.0,54.6,357,0.1,192,,,,,,,,
12/12/2013 10:09:00,305.011009,0.0,0.0,54.6,431,0.1,192,,,,,,,,
12/12/2013 10:09:30,305.011009,0.0,0.0,54.5,471,0.1,192,,,,,,,,
12/12/2013 10:10:00,305.011009,0.0,0.0,54.6,424,0.1,192,,,,,,,,
12/12/2013 10:10:30,305.011009,0.0,0.0,54.5,375,0.1,192,,,,,,,,
12/12/2013 10:11:00,305.011009,0.0,0.0,54.5,367,0.1,192,,,,,,,,
12/12/2013 10:11:30,305.011009,0.0,0.0,54.5,408,0.1,192,,,,,,,,
12/12/2013 10:12:00,305.011009,0.0,0.0,54.6,479,0.1,192,,,,,,,,
12/12/2013 10:12:30,305.011009,0.0,0.0,54.9,434,0.1,192,,,,,,,,
12/12/2013 10:13:00,305.011009,0.0,0.0,54.8,400,0.1,192,,,,,,,,
12/12/2013 10:13:30,305.011009,0.0,0.0,54.8,372,0.1,192,,,,,,,,
12/12/2013 10:14:00,305.011009,0.0,0.0,54.5,335,0.1,192,,,,,,,,
12/12/2013 10:14:30,305.011009,0.0,0.0,54.4,399,0.1,192,,,,,,,,
12/12/2013 10:15:00,305.011009,0.0,0.0,54.4,432,0.1,192,,,,,,,,
12/12/2013 10:15:30,305.011009,0.0,0.0,54.8,386,0.1,192,,,,,,,,
12/12/2013 10:16:00,305.011009,0.0,0.0,55.1,355,0.1,192,,,,,,,,
12/12/2013 10:16:30,305.011009,0.0,0.0,55.6,458,0.1,192,,,,,,,,
12/12/2013 10:17:00,305.011009,0.0,0.0,55.6,446,0.1,192,,,,,,,,
12/12/2013 10:17:30,305.011009,0.0,0.0,55.7,399,0.1,192,,,,,,,,
12/12/2013 10:18:00,305.011009,0.0,0.0,55.7,395,0.1,192,,,,,,,,
12/12/2013 10:18:30,305.011009,0.0,0.0,56.2,407,0.1,192,,,,,,,,
12/12/2013 10:19:00,305.011009,0.0,0.0,56.2,428,0.1,192,,,,,,,,
12/12/2013 10:19:30,305.011009,0.0,0.0,55.9,408,0.1,192,,,,,,,,
12/12/2013 10:20:00,305.011009,0.0,0.0,55.9,382,0.1,192,,,,,,,,
12/12/2013 10:20:30,305.011009,0.0,0.0,55.5,399,0.1,192,,,,,,,,
12/12/2013 10:21:00,305.011009,0.0,0.0,55.4,380,0.1,192,,,,,,,,
12/12/2013 10:21:30,305.011009,0.0,0.0,55.5,423,0.1,192,,,,,,,,
12/12/2013 10:22:00,305.011009,0.0,0.0,55.6,458,0.1,192,,,,,,,,
12/12/2013 10:22:30,305.011009,0.0,0.0,55.9,519,0.1,192,,,,,,,,
12/12/2013 10:23:00,305.011009,0.0,0.0,55.8,459,0.1,192,,,,,,,,
12/12/2013 10:23:30,305.011009,0.0,0.0,55.7,388,0.1,192,,,,,,,,
12/12/2013 10:24:00,305.011009,0.0,0.0,55.5,399,0.1,192,,,,,,,,
12/12/2013 10:24:30,305.011009,0.0,0.0,55.3,371,0.1,192,,,,,,,,
12/12/2013 10:25:00,305.011009,0.0,0.0,55.6,388,0.1,192,,,,,,,,
12/12/2013 10:25:30,305.011009,0.0,0.0,55.6,444,0.1,192,,,,,,,,
12/12/2013 10:26:00,305.011009,0.0,0.0,55.6,444,0.1,192,,,,,,,,
12/12/2013 10:26:30,305.011009,0.0,0.0,55.5,451,0.1,192,,,,,,,,
12/12/2013 10:27:00,305.011009,0.0,0.0,55.4,384,0.1,192,,,,,,,,
12/12/2013 10:27:30,305.011009,0.0,0.0,55.2,397,0.1,192,,,,,,,,
12/12/2013 10:28:00,305.011009,0.0,0.0,55.3,389,0.1,192,,,,,,,,
12/12/2013 10:28:30,305.011009,0.0,0.0,55.1,465,0.1,192,,,,,,,,
12/12/2013 10:29:00,305.011009,0.0,0.0,54.9,435,0.1,192,,,,,,,,
12/12/2013 10:29:30,305.011009,0.0,0.0,54.8,406,0.1,192,,,,,,,,
12/12/2013 10:30:00,305.011009,0.0,0.0,55.0,447,0.1,192,,,,,,,,
12/12/2013 10:30:30,305.011009,0.0,0.0,54.9,414,0.1,192,,,,,,,,
12/12/2013 10:31:00,305.011009,0.0,0.0,54.7,466,0.1,192,,,,,,,,
12/12/2013 10:31:30,305.011009,0.0,0.0,54.7,476,0.1,192,,,,,,,,
12/12/2013 10:32:00,305.011009,0.0,0.0,54.4,424,0.1,192,,,,,,,,
12/12/2013 10:32:30,305.011009,0.0,0.0,53.9,391,0.1,192,,,,,,,,
12/12/2013 10:33:00,305.011009,0.0,0.0,53.9,434,0.1,192,,,,,,,,
12/12/2013 10:33:30,305.011009,0.0,0.0,53.8,410,0.1,192,,,,,,,,
12/12/2013 10:34:00,305.011009,0.0,0.0,53.8,457,0.1,192,,,,,,,,
12/12/2013 10:34:30,305.011009,0.0,0.0,53.7,446,0.1,192,,,,,,,,
12/12/2013 10:35:00,305.011009,0.0,0.0,53.5,463,0.1,192,,,,,,,,
12/12/2013 10:35:30,305.011009,0.0,0.0,53.5,411,0.1,192,,,,,,,,
12/12/2013 10:36:00,305.011009,0.0,0.0,53.2,428,0.1,192,,,,,,,,
12/12/2013 10:36:30,305.011009,0.0,0.0,52.8,381,0.1,192,,,,,,,,
12/12/2013 10:37:00,305.011009,0.0,0.0,52.8,368,0.1,192,,,,,,,,
12/12/2013 10:37:30,305.011009,0.0,0.0,52.6,441,0.1,192,,,,,,,,
12/12/2013 10:38:00,305.011009,0.0,0.0,52.7,433,0.1,192,,,,,,,,
12/12/2013 10:38:30,305.011009,0.0,0.0,52.5,426,0.1,192,,,,,,,,
12/12/2013 10:39:00,305.011009,0.0,0.0,52.3,436,0.1,192,,,,,,,,
12/12/2013 10:39:30,305.304675,0.3,0.1,52.3,469,0.4,192,,,,,,,,
12/12/2013 10:40:00,306.151396,0.8,0.3,52.0,415,1.2,192,,,,,,,,
12/12/2013 10:40:30,307.057312,0.9,0.3,52.0,446,0.9,193,,,,,,,,
12/12/2013 10:41:00,307.718823,0.7,0.2,51.5,427,1.6,193,,,,,,,,
12/12/2013 10:41:30,308.451623,0.7,0.2,50.9,383,0.7,194,,,,,,,,
12/12/2013 10:42:00,309.261558,0.8,0.2,51.0,355,1.5,194,,,,,,,,
12/12/2013 10:42:30,309.798946,0.5,0.2,51.1,388,0.5,195,,,,,,,,
12/12/2013 10:43:00,310.524689,0.7,0.2,50.7,449,1.3,195,,,,,,,,
12/12/2013 10:43:30,310.965561,0.4,0.1,50.7,478,0.4,196,,,,,,,,
12/12/2013 10:44:00,311.381381,0.4,0.1,50.5,476,0.9,196,,,,,,,,
12/12/2013 10:44:30,312.023377,0.6,0.2,50.3,402,1.5,196,,,,,,,,
12/12/2013 10:45:00,312.790927,0.8,0.2,50.0,442,0.8,197,,,,,,,,
12/12/2013 10:45:30,313.315010,0.5,0.2,49.7,494,1.3,197,,,,,,,,
12/12/2013 10:46:00,314.220177,0.9,0.3,49.6,535,0.9,198,,,,,,,,
12/12/2013 10:46:30,314.608916,0.4,0.1,49.4,391,1.3,198,,,,,,,,
12/12/2013 10:47:00,315.556931,0.9,0.3,49.6,406,0.9,199,,,,,,,,
12/12/2013 10:47:30,316.481400,0.9,0.3,49.4,464,1.9,199,,,,,,,,
12/12/2013 10:48:00,316.759373,0.3,0.1,49.4,454,0.3,200,,,,,,,,
12/12/2013 10:48:30,317.562457,0.8,0.2,49.0,409,1.1,200,,,,,,,,
12/12/2013 10:49:00,317.897485,0.3,0.1,49.1,502,0.3,201,,,,,,,,
12/12/2013 10:49:30,318.248799,0.4,0.1,48.6,436,0.7,201,,,,,,,,
12/12/2013 10:50:00,318.614525,0.4,0.1,48.6,407,1.1,201,,,,,,,,
12/12/2013 10:50:30,319.244918,0.6,0.2,48.3,434,0.6,202,,,,,,,,
12/12/2013 10:51:00,319.498775,0.3,0.1,47.8,441,0.9,202,,,,,,,,
12/12/2013 10:51:30,320.397813,0.9,0.3,47.5,429,1.8,202,,,,,,,,
12/12/2013 10:52:00,321.039795,0.6,0.2,47.5,406,0.6,203,,,,,,,,
12/12/2013 10:52:30,322.022906,1.0,0.3,47.3,389,1.6,203,,,,,,,,
12/12/2013 10:53:00,323.114244,1.1,0.3,47.2,431,1.1,204,,,,,,,,
12/12/2013 10:53:30,323.808046,0.7,0.2,47.1,376,0.7,205,,,,,,,,
12/12/2013 10:54:00,324.342892,0.5,0.2,46.9,460,1.2,205,,,,,,,,
12/12/2013 10:54:30,324.342892,0.0,0.0,46.6,429,0.0,206,,,,,,,,
12/12/2013 10:55:00,324.342892,0.0,0.0,46.5,460,0.0,206,,,,,,,,
12/12/2013 10:55:30,324.342892,0.0,0.0,46.3,425,0.0,206,,,,,,,,
12/12/2013 10:56:00,324.342892,0.0,0.0,46.3,467,0.0,206,,,,,,,,
12/12/2013 10:56:30,324.342892,0.0,0.0,46.0,489,0.0,206,,,,,,,,
12/12/2013 10:57:00,324.342892,0.0,0.0,45.9,449,0.0,206,,,,,,,,
12/12/2013 10:57:30,324.342892,0.0,0.0,45.8,485,0.0,206,,,,,,,,
12/12/2013 10:58:00,324.342892,0.0,0.0,45.8,414,0.0,206,,,,,,,,
12/12/2013 10:58:30,324.342892,0.0,0.0,45.7,466,0.0,206,,,,,,,,
12/12/2013 10:59:00,324.342892,0.0,0.0,45.7,444,0.0,206,,,,,,,,
12/12/2013 10:59:30,324.342892,0.0,0.0,45.6,438,0.0,206,,,,,,,,
12/12/2013 11:00:00,324.342892,0.0,0.0,45.5,408,0.0,206,,,,,,,,
12/12/2013 11:00:30,324.342892,0.0,0.0,45.2,404,0.0,206,,,,,,,,
12/12/2013 11:01:00,324.342892,0.0,0.0,45.3,453,0.0,206,,,,,,,,
12/12/2013 11:01:30,324.342892,0.0,0.0,45.2,472,0.0,206,,,,,,,,
12/12/2013 11:02:00,324.342892,0.0,0.0,45.1,462,0.0,206,,,,,,,,
12/12/2013 11:02:30,324.342892,0.0,0.0,44.9,531,0.0,206,,,,,,,,
,,,0.0,,,,207,,,,,,,,
